id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text
103077,es,"@astridtnf @medinitis eres una pinche pendegHa .l. lo siento, no hablaré màs el idioma "" ASES1NA PUTOFOBIA "".l. chupa esa BERGHA",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"eres una pinche pendegha .l. lo siento, no hablaré ms el idioma ases1na putofobia .l. chupa esa bergha"
103078,es,"Acompáñenme por este viaje de olvido de tu coalición de gobierno, de machismo y putofobia. https://t.co/2LgSK0xxMg",6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'REPORTED', '-', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"acompáñenme por este viaje de olvido de tu coalición de gobierno, de machismo y putofobia."
103079,es,@TNRE @jazmin_bd @darkmoonselina y putofobia y surrofobia y hasta el rechazo por las mujeres que llevan escote. Les faltan las antorchas nada más.,6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['OBJECTIFICATION']]",TRAIN_ES,y putofobia y surrofobia y hasta el rechazo por las mujeres que llevan escote. les faltan las antorchas nada más.
103080,es,"SI ERES TS TIENES DERECHO A USAR LA PUTIHAB SIN RECARGOS🏳️‍🌈LGTB+friendly. NO capacitismo. NO putofobia. 💬 Por favor, ayúdame a difundir 📣",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']","['-', '-', 'DIRECT', '-', '-', 'JUDGEMENTAL']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_ES,"si eres ts tienes derecho a usar la putihab sin recargos lgtbfriendly. no capacitismo. no putofobia. por favor, ayúdame a difundir"
103081,es,Empecé a ver Maid ayer para tener ruido de fondo mientras trabajaba y se volvió en una de las mejores series que he visto. La manera en que muestran las relaciones abusivas y todos los temas sociales que te puedas imaginar de una forma tan honesta es otra cosa 🤩,6,"['Annotator_301', 'Annotator_302', 'Annotator_303', 'Annotator_304', 'Annotator_305', 'Annotator_306']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'Chile', 'Portugal', 'Italy', 'Portugal']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']","['-', 'DIRECT', '-', '-', 'JUDGEMENTAL', '-']","[['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,empecé a ver maid ayer para tener ruido de fondo mientras trabajaba y se volvió en una de las mejores series que he visto. la manera en que muestran las relaciones abusivas y todos los temas sociales que te puedas imaginar de una forma tan honesta es otra cosa
103082,es,"@Alsabetha Totalmente cierto, pero en mi caso si que yo he decidi terminar con ciertas relaciones de ""amistad"" al notar claramente que se aprovechan de esa manía mía por ser útil y se convertían en  relaciónes abusivas",6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'REPORTED', 'REPORTED', 'JUDGEMENTAL', 'REPORTED', 'REPORTED']","[['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"totalmente cierto, pero en mi caso si que yo he decidi terminar con ciertas relaciones de amistad al notar claramente que se aprovechan de esa manía mía por ser útil y se convertían en relaciónes abusivas"
103083,es,"Deja de ""adaptarte"" a situaciones equivocadas, relaciones abusivas, amigos parásitos y muchas otras cosas que te ""calientan"". Si continúas adaptándote, corres el riesgo de ""morir"" por dentro.¡Salta apenas puedas!",6,"['Annotator_1', 'Annotator_2', 'Annotator_3', 'Annotator_4', 'Annotator_5', 'Annotator_6']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'United States', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']","['REPORTED', 'DIRECT', '-', '-', '-', '-']","[['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"deja de adaptarte a situaciones equivocadas, relaciones abusivas, amigos parásitos y muchas otras cosas que te calientan. si continúas adaptándote, corres el riesgo de morir por dentro.salta apenas puedas!"
103084,es,"Q importante es la divulgación y la Educación en Igualdad, sino somos conscientes desde pequeñ@s q debemos respetar los espacios d nuestra pareja y alejarnos d las relaciones abusivas no venceremos la #VG. Datos d este Documento. Aún los chicos no perciben q dañan y lo normalizan https://t.co/v1vGdjh2Oy",6,"['Annotator_217', 'Annotator_218', 'Annotator_219', 'Annotator_220', 'Annotator_221', 'Annotator_222']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['other', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'United States', 'Mexico', 'Spain', 'Spain']","['YES', 'YES', 'YES', 'NO', 'NO', 'NO']","['DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL', '-', '-', '-']","[['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['-'], ['-'], ['-']]",TRAIN_ES,"q importante es la divulgación y la educación en igualdad, sino somos conscientes desde pequeñ q debemos respetar los espacios d nuestra pareja y alejarnos d las relaciones abusivas no venceremos la vg. datos d este documento. aún los chicos no perciben q dañan y lo normalizan"
103085,es,Lo único que podemos asumir de Euphoria es la predisposición de las chicas guapas por relaciones abusivas con novios psicópatas.,6,"['Annotator_91', 'Annotator_92', 'Annotator_93', 'Annotator_94', 'Annotator_95', 'Annotator_96']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Chile', 'United Kingdom', 'Spain', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,lo único que podemos asumir de euphoria es la predisposición de las chicas guapas por relaciones abusivas con novios psicópatas.
103086,es,"El próximo miércoles 15 de Diciembre, a las 18h, via zoom, @vickibernadet nos hablara de ""PREVENCION DE LAS RELACIONES ABUSIVAS""Anotalo en tu agenda y haz la inscripción aquí: ➡ https://t.co/UFhHP7Syrd#SOMOSMAS #VICKIBERNADET #ASI #RELACIONESABUSIVAS #INFANCIA https://t.co/Tf48HkC1TI",6,"['Annotator_7', 'Annotator_8', 'Annotator_9', 'Annotator_10', 'Annotator_11', 'Annotator_12']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree']","['United Kingdom', 'Mexico', 'United States', 'Portugal', 'Chile', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']","['-', 'JUDGEMENTAL', '-', '-', 'JUDGEMENTAL', '-']","[['-'], ['UNKNOWN'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"el próximo miércoles 15 de diciembre, a las 18h, via zoom, nos hablara de prevencion de las relaciones abusivasanotalo en tu agenda y haz la inscripción aquí vickibernadet asi relacionesabusivas infancia"
103087,es,"@Mixed2722 @Demika_husky Tb es cierto que en relaciones abusivas, el maltratador suele ser el hombre, y que en estos casos las mujeres suelen sentir euforia cuando consiguen salir de ahí, lo que puede sesgar el estudio",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","['DIRECT', '-', '-', 'REPORTED', '-', '-']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,"tb es cierto que en relaciones abusivas, el maltratador suele ser el hombre, y que en estos casos las mujeres suelen sentir euforia cuando consiguen salir de ahí, lo que puede sesgar el estudio"
103088,es,"@DELICIOUS_XCX nosotres como: sii como estass que bueno, oye pero que opinas de las relaciones abusivas de la serie😊😊",6,"['Annotator_265', 'Annotator_266', 'Annotator_267', 'Annotator_268', 'Annotator_269', 'Annotator_270']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Spain', 'Mexico', 'Italy', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'REPORTED', '-', '-']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_ES,"nosotres como sii como estass que bueno, oye pero que opinas de las relaciones abusivas de la serie"
103089,es,"Si bien las relaciones abusivas son peligrosas, la evidencia muestra que los lazos del matrimonio y la paternidad reducen el riesgo de suicidio.Para los hombres, el matrimonio es especialmente protector.Para las mujeres, la maternidad es especialmente protectora. https://t.co/oEl2VaPDBx",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']","['-', '-', 'DIRECT', '-', 'REPORTED', 'DIRECT']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']]",TRAIN_ES,"si bien las relaciones abusivas son peligrosas, la evidencia muestra que los lazos del matrimonio y la paternidad reducen el riesgo de suicidio.para los hombres, el matrimonio es especialmente protector.para las mujeres, la maternidad es especialmente protectora."
103090,es,"Esto es como cuando una pareja abusiva le pega a las paredes y rompe cosas, pero no le pega a la persona. Sin embargo, el punto todavía está claro: deben ser temidos. Los padres abusivos simplemente preparan a sus hijos para que acepten y recreen relaciones abusivas. https://t.co/xWaSBWJrfg",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","['-', '-', 'JUDGEMENTAL', 'REPORTED', 'DIRECT', 'JUDGEMENTAL']","[['-'], ['-'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_ES,"esto es como cuando una pareja abusiva le pega a las paredes y rompe cosas, pero no le pega a la persona. sin embargo, el punto todavía está claro deben ser temidos. los padres abusivos simplemente preparan a sus hijos para que acepten y recreen relaciones abusivas."
103091,es,"YAY sigamos romantizando el abuso de poder, el chantajeo sexual y las relaciones abusivas solo porque "" se ven muy monos 🥺 UwU "" https://t.co/gYkPFhfLty",6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","['JUDGEMENTAL', 'DIRECT', 'REPORTED', '-', 'JUDGEMENTAL', '-']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,"yay sigamos romantizando el abuso de poder, el chantajeo sexual y las relaciones abusivas solo porque se ven muy monos uwu"
103092,es,tu amigo #maltrador?La noche en que Sean Penn ató a una silla a Madonna y la golpeó durante ocho horasEl altercado lleva 30 años alimentando la rumorología de Hollywood y nos demuestra cómo hemos cambiado a la hora de abordar las relaciones abusivas. https://t.co/gpshi7izoa,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['REPORTED', 'REPORTED', 'REPORTED', 'REPORTED', 'REPORTED', 'DIRECT']","[['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['UNKNOWN'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,tu amigo maltrador?la noche en que sean penn ató a una silla a madonna y la golpeó durante ocho horasel altercado lleva 30 años alimentando la rumorología de hollywood y nos demuestra cómo hemos cambiado a la hora de abordar las relaciones abusivas.
103093,es,m da impotencia ver a morras en relaciones abusivas y no poder hacer nada,6,"['Annotator_25', 'Annotator_26', 'Annotator_27', 'Annotator_28', 'Annotator_29', 'Annotator_30']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Multiracial', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United Kingdom', 'Mexico', 'Poland', 'Spain', 'Portugal', 'Portugal']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","['-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,m da impotencia ver a morras en relaciones abusivas y no poder hacer nada
103094,es,"Supongo que en su mundo de caramelo no existen relaciones abusivas, violencia física o traiciones imperdonables. Pinches wokes, dan más risa que coraje. https://t.co/GX2SvWekzL",6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['REPORTED', 'REPORTED', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE'], ['-'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"supongo que en su mundo de caramelo no existen relaciones abusivas, violencia física o traiciones imperdonables. pinches wokes, dan más risa que coraje."
103095,es,"Sobreviví a una cantidad absurda de relaciones abusivas en mi vida y hoy, que ya no tengo ninguna es difícil no sobrevivir. Si me conocieron entre 2016-2019 era la Andrea que sobrevive, hoy soy la Andrea que vive 🌞",6,"['Annotator_43', 'Annotator_44', 'Annotator_45', 'Annotator_46', 'Annotator_47', 'Annotator_48']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'Portugal', 'United Kingdom', 'Spain', 'Portugal']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']","['REPORTED', '-', '-', '-', 'REPORTED', 'JUDGEMENTAL']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,"sobreviví a una cantidad absurda de relaciones abusivas en mi vida y hoy, que ya no tengo ninguna es difícil no sobrevivir. si me conocieron entre 20162019 era la andrea que sobrevive, hoy soy la andrea que vive"
103096,es,"personal o por placer,Impulsividad y falta de planificación, Irritabilidad, hostilidad, nerviosismo, Agresividad, peleas físicas recurrentes, relaciones abusivas, incapacidad para aprender de las consecuencias negativas,Desprecio por la seguridad, No mantener un trabajo",6,"['Annotator_37', 'Annotator_38', 'Annotator_39', 'Annotator_40', 'Annotator_41', 'Annotator_42']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'other', 'Bachelor’s degree']","['United States', 'Mexico', 'Venezuela', 'Spain', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","['-', '-', '-', '-', 'REPORTED', 'REPORTED']","[['-'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"personal o por placer,impulsividad y falta de planificación, irritabilidad, hostilidad, nerviosismo, agresividad, peleas físicas recurrentes, relaciones abusivas, incapacidad para aprender de las consecuencias negativas,desprecio por la seguridad, no mantener un trabajo"
103097,es,"La oficina del metro haciéndole fotos al que va hacer de ares en la serie ese, seran!!! El jefe de ahí era un maltratador de relaciones abusivas y flipadisimo y como ha tenido siempre dinero y contactos …",6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","['REPORTED', '-', '-', '-', '-', '-']","[['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"la oficina del metro haciéndole fotos al que va hacer de ares en la serie ese, seran!!! el jefe de ahí era un maltratador de relaciones abusivas y flipadisimo y como ha tenido siempre dinero y contactos"
