id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_back
200823,en,Isko Moreno is clearly threatened by an empowered woman. Periodt.,6,"['Annotator_520', 'Annotator_521', 'Annotator_522', 'Annotator_523', 'Annotator_524', 'Annotator_117']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'United Kingdom', 'Chile', 'Poland', 'United Kingdom', 'Chile']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']","['DIRECT', 'REPORTED', '-', '-', 'JUDGEMENTAL', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_EN,isko moreno is clearly threatened by an empowered woman. periodt.,Brown isko is clearly threatened by a woman with power.
200824,en,"I don't fvck w religion or religious belief but whenever I saw Maria Lionza's statue I felt there was something inspiring about it. She felt like a really empowered woman, an icon with a great story behind.",6,"['Annotator_409', 'Annotator_410', 'Annotator_411', 'Annotator_412', 'Annotator_413', 'Annotator_414']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Doctorate', 'High school degree or equivalent']","['Estonia', 'Romania', 'Slovenia', 'Greece', 'Spain', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']","['-', 'DIRECT', '-', '-', '-', 'DIRECT']","[['-'], ['OBJECTIFICATION'], ['-'], ['-'], ['-'], ['OBJECTIFICATION']]",TRAIN_EN,"i dont fvck w religion or religious belief but whenever i saw maria lionzas statue i felt there was something inspiring about it. she felt like a really empowered woman, an icon with a great story behind.","I dont fvck w religion or religious belief, but every time I saw the statue of Maria leonzas I felt there was something inspiring in it. It felt like a truly empowered woman, an icon with a great story behind it."
200825,en,"😱 yes modern, empowered woman!#KimYooJung https://t.co/NTuYVVePtA",6,"['Annotator_187', 'Annotator_635', 'Annotator_636', 'Annotator_637', 'Annotator_130', 'Annotator_638']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree']","['Spain', 'Argentina', 'Mexico', 'Poland', 'Canada', 'Ireland']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']","['-', 'DIRECT', '-', '-', '-', 'JUDGEMENTAL']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-'], ['OBJECTIFICATION']]",TRAIN_EN,"yes modern, empowered woman!kimyoojung","Yes, modern woman, with power!"
200826,en,@maltiq We support VP Sara for this coming election. An empowered woman that is ready to make a big change for the entire Philippines.,6,"['Annotator_187', 'Annotator_635', 'Annotator_636', 'Annotator_637', 'Annotator_130', 'Annotator_638']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree']","['Spain', 'Argentina', 'Mexico', 'Poland', 'Canada', 'Ireland']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,we support vp sara for this coming election. an empowered woman that is ready to make a big change for the entire philippines.,We support vp sara for this next election a woman with power who is ready to make a big change for all Filipinos.
200827,en,"An empowered woman is not just about being bold and brave. A conservative, traditional woman can be one. They are not weak nor afraid to step out of their comfort zone. It's just that different things empower different people.""There is no one way to be a woman""- Florence G.",6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","['DIRECT', '-', '-', 'JUDGEMENTAL', '-', '-']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-']]",TRAIN_EN,"an empowered woman is not just about being bold and brave. a conservative, traditional woman can be one. they are not weak nor afraid to step out of their comfort zone. its just that different things empower different people.there is no one way to be a woman florence g.","an empowered woman is not just about being bold and brave. a conservative, traditional woman can be one. they are not weak or afraid to leave their comfort zone. it's just that different things empower different people. there's no way to be a flowery woman g."
200828,en,"@washingtonpost Why kill her? I find it amusing &amp; a good show to see this ""empowered woman"" kiss low IQ Biden's ass just to work under him. If Kamala's so smart, she'd be president by now. It will be entertaining to see Kamala get on her knees &amp; kiss more asses for her next coveted job.",6,"['Annotator_590', 'Annotator_591', 'Annotator_592', 'Annotator_593', 'Annotator_594', 'Annotator_595']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Italy', 'South Africa', 'Poland', 'Mexico', 'Greece', 'United States']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_EN,"why kill her? i find it amusing amp a good show to see this empowered woman kiss low iq bidens ass just to work under him. if kamalas so smart, shed be president by now. it will be entertaining to see kamala get on her knees amp kiss more asses for her next coveted job.","Why kill her? I find it fun to amp a good show to see this empowered woman kiss under iq bidens ass just to work under it. if Kamalas so smart, spill being president for now. it will be entertaining to watch Kamala get on her knees amp kisses more ass for her next coveted job."
200829,en,"I’m loving the sass that Anu aunty is giving Doucheraj and MKK lately 😂😂😂😂 her growth of being a timid submissive housewife and semi empowered woman is so fun to watch 😂 especially when her team (Kinju, Samar et al) support her",6,"['Annotator_590', 'Annotator_591', 'Annotator_592', 'Annotator_593', 'Annotator_594', 'Annotator_595']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Italy', 'South Africa', 'Poland', 'Mexico', 'Greece', 'United States']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['-'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_EN,"im loving the sass that anu aunty is giving doucheraj and mkk lately her growth of being a timid submissive housewife and semi empowered woman is so fun to watch especially when her team kinju, samar et al support her","im loving the ass that aunt anu is giving doucheraj and mkk lately her growth of being a shy submissive housewife and semi empowered woman is so fun to see especially when her team kinju, samar et while supporting her"
200830,en,@BiggBoss_Tak Empower Fakesswi Andhkaar 😂🤣🤣🤣For what?! Already bohot “empowered” woman hai ULTIMATE BOSS KARAN Season Pandra! Karan Kundrra! #KaranIsTheBoss King @kkundrra@OrmaxMedia #BBKingKaran#KaranKundrra #KKundrraSquad #BiggBoss @justvoot @VootSelect,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","['DIRECT', '-', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', '-']","[['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_EN,empower fakesswi andhkaar for what?! already bohot empowered woman hai ultimate boss karan season pandra! karan kundrra! karanistheboss king bbkingkarankarankundrra kkundrrasquad biggboss,empower fakesswi andhkaar for what?! already bohot empowered woman there last boss karan season pandra! karan kundrra! karan kundrra! karanstheboss king bbkingkarangarankundrra kkundrrasquad biggboss
200831,en,"Leni sounds like an advocate talaga of Community Development. This is why I'm voting for her, she's an EMPOWERED WOMAN!#JessicaSohoInterviews",6,"['Annotator_623', 'Annotator_624', 'Annotator_625', 'Annotator_626', 'Annotator_627', 'Annotator_628']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'other', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United States', 'Netherlands', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","['-', 'DIRECT', '-', '-', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,"leni sounds like an advocate talaga of community development. this is why im voting for her, shes an empowered woman!jessicasohointerviews","Leni sounds like a community development advocate. That's why I'm voting for her, she's an empowered woman!"
200832,en,@ZakiyaKINC @SupriyaShrinate This is how an empowered woman talks like. Gajab shrinate aunty,6,"['Annotator_431', 'Annotator_432', 'Annotator_433', 'Annotator_434', 'Annotator_435', 'Annotator_436']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Poland', 'Greece', 'Poland', 'Canada', 'United Kingdom']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","['-', 'DIRECT', '-', 'DIRECT', 'DIRECT', 'DIRECT']","[['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_EN,this is how an empowered woman talks like. gajab shrinate aunty,That's how a woman with power talks.
200833,en,People are using VP Leni's statement of the war between Russia and Ukraine to degrade VP Leni but that does not cringe her because that is her stand as a leader and an empowered woman compared to BBM who can't even face interviews and debates...,6,"['Annotator_443', 'Annotator_444', 'Annotator_445', 'Annotator_446', 'Annotator_447', 'Annotator_448']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Portugal', 'Portugal', 'United Kingdom', 'Chile']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']","['DIRECT', '-', '-', 'JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,people are using vp lenis statement of the war between russia and ukraine to degrade vp leni but that does not cringe her because that is her stand as a leader and an empowered woman compared to bbm who cant even face interviews and debates...,"People are using vp lenis declaration of war between Russia and Ukraine to degrade vp leni, but that doesn't irritate her because it's her position as a leader and a woman with power compared to bbm who can't even face interviews and debates..."
200834,en,"@AenesidemusOZ The film portrays Ball as a remarkable, fearless, and empowered woman who worked hard to perfect her art.",6,"['Annotator_645', 'Annotator_646', 'Annotator_647', 'Annotator_648', 'Annotator_649', 'Annotator_650']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Portugal', 'United States', 'Portugal', 'South Africa', 'Israel', 'United Kingdom']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","['-', '-', 'JUDGEMENTAL', '-', '-', '-']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-']]",TRAIN_EN,"the film portrays ball as a remarkable, fearless, and empowered woman who worked hard to perfect her art.","The film portrays the ball as a remarkable, fearless, empowered woman who worked hard to perfect her art."
200835,en,@youngk_noodle That tinnie little typo that changes everything :'''') SHE IS EMPOWERED WOMAN and I love that.,6,"['Annotator_461', 'Annotator_462', 'Annotator_463', 'Annotator_464', 'Annotator_465', 'Annotator_466']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Asian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['United Kingdom', 'Poland', 'Portugal', 'South Africa', 'Greece', 'United Kingdom']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","['-', 'DIRECT', '-', 'JUDGEMENTAL', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_EN,that tinnie little typo that changes everything she is empowered woman and i love that.,That little tinnie errata that changes everything that she's an empowered woman and I love that.
200836,en,"Estoy fascinado con esas playlists de YouTube tipo empowered woman, you are the baddest bitch in high school o you are in a toxic relationship es un paraíso nuevo ✨",6,"['Annotator_467', 'Annotator_468', 'Annotator_469', 'Annotator_470', 'Annotator_471', 'Annotator_472']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'other']","['Poland', 'Poland', 'Portugal', 'Canada', 'United Kingdom', 'United States']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","['-', '-', 'JUDGEMENTAL', 'DIRECT', 'DIRECT', 'DIRECT']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,"estoy fascinado con esas playlists de youtube tipo empowered woman, you are the baddest bitch in high school o you are in a toxic relationship es un paraíso nuevo","I'm fascinated by those empowered woman youtube type playlists, you're the meanest bitch in high school, or you're in a toxic relationship. It's a new paradise."
200837,en,"Dr.@DianaAtwine, Permanent Secretary @MinofHealthUG:I am happy this report focuses on Women! We as women multitask. We know how to use resources better than men. An empowered woman changes the nation! #EmpowerUgWomen",6,"['Annotator_629', 'Annotator_630', 'Annotator_631', 'Annotator_632', 'Annotator_633', 'Annotator_634']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Slovenia', 'United Kingdom', 'Mexico', 'Nepal', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","['REPORTED', '-', 'JUDGEMENTAL', '-', 'DIRECT', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,"dr., permanent secretary i am happy this report focuses on women! we as women multitask. we know how to use resources better than men. an empowered woman changes the nation! empowerugwomen","Dr., permanent secretary I am happy that this report focuses on women! we as multitasking women. we know how to use resources better than men. an empowered woman changes the nation!"
200838,en,You want to be a strong and empowered woman? Then grow a spine strong enough to look at your own sins and shortcomings square in the eye and be willing to face them head on. Only weak women blame men for everything.,6,"['Annotator_680', 'Annotator_681', 'Annotator_682', 'Annotator_683', 'Annotator_684', 'Annotator_685']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Poland', 'Portugal', 'South Africa', 'South Africa', 'Ireland', 'United Kingdom']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","['-', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,you want to be a strong and empowered woman? then grow a spine strong enough to look at your own sins and shortcomings square in the eye and be willing to face them head on. only weak women blame men for everything.,Do you want to be a strong and empowered woman? then grow a column strong enough to look at your own sins and square defects in the eye and be willing to face them head-on.Only weak women blame men for everything.
200839,en,Empowered woman KISSES PHENOMENAL QUEEN #KISSESInspiresYOUniverse,6,"['Annotator_443', 'Annotator_444', 'Annotator_445', 'Annotator_446', 'Annotator_447', 'Annotator_448']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Portugal', 'Portugal', 'United Kingdom', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,empowered woman kisses phenomenal queen kissesinspiresyouniverse,powerful woman kisses queen phenomenal kisses inspires youniverse
200840,en,@factchekka @MrKRudd You sound mad bro. Did the empowered woman hurt your feelings?,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', 'DIRECT', '-']","[['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_EN,you sound mad bro. did the empowered woman hurt your feelings?,"You sound crazy, brother. Did the powerful woman hurt your feelings?"
200841,en,I am 💯! And I am honored to be celebrated and recognized by @bosswomenmedia as a woman sitting at the table for 2021.https://t.co/AyGuaN8SKP.⁣.⁣.⁣.⁣.#bossbabe #bossbabes #bosslady #empoweringwomen#empowerment #entrepreneur #femaleentrepreneur #girlboss#girlpower https://t.co/b63iXYxEYR,6,"['Annotator_561', 'Annotator_562', 'Annotator_563', 'Annotator_564', 'Annotator_565', 'Annotator_566']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Ireland', 'Poland', 'Portugal', 'Portugal', 'South Africa', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,i am ! and i am honored to be celebrated and recognized by as a woman sitting at the table for 2021. bossbabes bosslady empoweringwomenempowerment entrepreneur femaleentrepreneur girlbossgirlpower,I am! and I am honored to be celebrated and recognized as a woman sitting at the table for 2021. chiefbabes boss empoweringwomenempowerment entrepreneur woman empreneur girlbossgirlpower
200842,en,"@Atomarten Bashfully at first, growing into acceptance and then empowerment.",6,"['Annotator_391', 'Annotator_392', 'Annotator_393', 'Annotator_394', 'Annotator_395', 'Annotator_396']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Latvia', 'South Africa', 'Poland', 'Mexico', 'Israel', 'South Africa']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'JUDGEMENTAL', '-', '-']","[['-'], ['-'], ['-'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-']]",TRAIN_EN,"bashfully at first, growing into acceptance and then empowerment.","basically at first, growing towards acceptance and then empowerment."
200843,en,"4 sum of you tht be so heavy on the women empowerment on here.... y'all sure do shit on a number of women a lot. guess it only applies 2 the btches of your liking, huh. 🤡",6,"['Annotator_391', 'Annotator_392', 'Annotator_393', 'Annotator_394', 'Annotator_395', 'Annotator_396']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Latvia', 'South Africa', 'Poland', 'Mexico', 'Israel', 'South Africa']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['REPORTED', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', 'REPORTED']","[['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,"4 sum of you tht be so heavy on the women empowerment on here.... yall sure do shit on a number of women a lot. guess it only applies 2 the btches of your liking, huh.","4 sum t be so heavy on empowering women in here.... yall do shit on a number of women a lot. I guess you only apply 2 btches to your taste, eh."
200844,en,"@BeingGay247 Incorrect. The term used to be used interchangeably with “hermaphrodite” or eunuch in English, however the Indian Ministry of Social Justice and Empowerment redefined it as of January 2014.",6,"['Annotator_567', 'Annotator_568', 'Annotator_569', 'Annotator_570', 'Annotator_190', 'Annotator_571']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Poland', 'Portugal', 'Mexico', 'Canada', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","['-', '-', '-', '-', 'UNKNOWN', '-']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_EN,"incorrect. the term used to be used interchangeably with hermaphrodite or eunuch in english, however the indian ministry of social justice and empowerment redefined it as of january 2014.","The term used to be used interchangeably with hermaphrodite or eunuch in English, however the Indian ministry of social justice and empowerment redefined it from January 2014."
